orderNumber,orderDate,shippedDate,dateDifference,productLine,warehouseName,country
10358,2004-12-10,2004-12-16,6,"Classic Cars",East,Spain
10358,2004-12-10,2004-12-16,6,"Vintage Cars",West,Spain
10358,2004-12-10,2004-12-16,6,"Classic Cars",East,Spain
10358,2004-12-10,2004-12-16,6,"Trucks and Buses",South,Spain
10358,2004-12-10,2004-12-16,6,"Classic Cars",East,Spain
10358,2004-12-10,2004-12-16,6,"Vintage Cars",West,Spain
10358,2004-12-10,2004-12-16,6,"Trucks and Buses",South,Spain
10358,2004-12-10,2004-12-16,6,"Trucks and Buses",South,Spain
10358,2004-12-10,2004-12-16,6,"Classic Cars",East,Spain
10373,2005-01-31,2005-02-06,6,"Classic Cars",East,Finland
10373,2005-01-31,2005-02-06,6,Planes,North,Finland
10373,2005-01-31,2005-02-06,6,Ships,South,Finland
10373,2005-01-31,2005-02-06,6,"Vintage Cars",West,Finland
10373,2005-01-31,2005-02-06,6,Planes,North,Finland
10373,2005-01-31,2005-02-06,6,"Vintage Cars",West,Finland
10373,2005-01-31,2005-02-06,6,"Vintage Cars",West,Finland
10373,2005-01-31,2005-02-06,6,"Vintage Cars",West,Finland
10373,2005-01-31,2005-02-06,6,Planes,North,Finland
10373,2005-01-31,2005-02-06,6,Ships,South,Finland
10373,2005-01-31,2005-02-06,6,Ships,South,Finland
10373,2005-01-31,2005-02-06,6,Ships,South,Finland
10373,2005-01-31,2005-02-06,6,Ships,South,Finland
10373,2005-01-31,2005-02-06,6,Ships,South,Finland
10373,2005-01-31,2005-02-06,6,Planes,North,Finland
10373,2005-01-31,2005-02-06,6,Planes,North,Finland
10373,2005-01-31,2005-02-06,6,Ships,South,Finland
10388,2005-03-03,2005-03-09,6,Motorcycles,North,USA
10388,2005-03-03,2005-03-09,6,Motorcycles,North,USA
10388,2005-03-03,2005-03-09,6,Motorcycles,North,USA
10388,2005-03-03,2005-03-09,6,Motorcycles,North,USA
10388,2005-03-03,2005-03-09,6,"Vintage Cars",West,USA
10388,2005-03-03,2005-03-09,6,"Vintage Cars",West,USA
10388,2005-03-03,2005-03-09,6,Planes,North,USA
10388,2005-03-03,2005-03-09,6,Planes,North,USA
10391,2005-03-09,2005-03-15,6,"Classic Cars",East,Australia
10391,2005-03-09,2005-03-15,6,"Classic Cars",East,Australia
10391,2005-03-09,2005-03-15,6,"Trucks and Buses",South,Australia
10391,2005-03-09,2005-03-15,6,"Trucks and Buses",South,Australia
10391,2005-03-09,2005-03-15,6,"Vintage Cars",West,Australia
10391,2005-03-09,2005-03-15,6,"Vintage Cars",West,Australia
10391,2005-03-09,2005-03-15,6,"Trucks and Buses",South,Australia
10391,2005-03-09,2005-03-15,6,"Vintage Cars",West,Australia
10391,2005-03-09,2005-03-15,6,"Vintage Cars",West,Australia
10391,2005-03-09,2005-03-15,6,"Vintage Cars",West,Australia
10395,2005-03-17,2005-03-23,6,"Classic Cars",East,France
10395,2005-03-17,2005-03-23,6,"Classic Cars",East,France
10395,2005-03-17,2005-03-23,6,"Trucks and Buses",South,France
10395,2005-03-17,2005-03-23,6,Trains,South,France
10405,2005-04-14,2005-04-20,6,"Classic Cars",East,France
10405,2005-04-14,2005-04-20,6,"Classic Cars",East,France
10405,2005-04-14,2005-04-20,6,"Classic Cars",East,France
10405,2005-04-14,2005-04-20,6,"Classic Cars",East,France
10405,2005-04-14,2005-04-20,6,"Classic Cars",East,France
10406,2005-04-15,2005-04-21,6,"Classic Cars",East,Denmark
10406,2005-04-15,2005-04-21,6,"Classic Cars",East,Denmark
10406,2005-04-15,2005-04-21,6,"Classic Cars",East,Denmark
10417,2005-05-13,2005-05-19,6,Motorcycles,North,Spain
10417,2005-05-13,2005-05-19,6,Motorcycles,North,Spain
10417,2005-05-13,2005-05-19,6,Motorcycles,North,Spain
10417,2005-05-13,2005-05-19,6,Motorcycles,North,Spain
10417,2005-05-13,2005-05-19,6,Motorcycles,North,Spain
10417,2005-05-13,2005-05-19,6,Motorcycles,North,Spain
10108,2003-03-03,2003-03-08,5,"Classic Cars",East,Philippines
10108,2003-03-03,2003-03-08,5,"Classic Cars",East,Philippines
10108,2003-03-03,2003-03-08,5,"Classic Cars",East,Philippines
10108,2003-03-03,2003-03-08,5,"Classic Cars",East,Philippines
10108,2003-03-03,2003-03-08,5,"Classic Cars",East,Philippines
10108,2003-03-03,2003-03-08,5,"Classic Cars",East,Philippines
10108,2003-03-03,2003-03-08,5,"Classic Cars",East,Philippines
10108,2003-03-03,2003-03-08,5,Motorcycles,North,Philippines
10108,2003-03-03,2003-03-08,5,"Classic Cars",East,Philippines
10108,2003-03-03,2003-03-08,5,Motorcycles,North,Philippines
10108,2003-03-03,2003-03-08,5,"Classic Cars",East,Philippines
10108,2003-03-03,2003-03-08,5,"Classic Cars",East,Philippines
10108,2003-03-03,2003-03-08,5,"Classic Cars",East,Philippines
10108,2003-03-03,2003-03-08,5,Motorcycles,North,Philippines
10108,2003-03-03,2003-03-08,5,Motorcycles,North,Philippines
10108,2003-03-03,2003-03-08,5,Motorcycles,North,Philippines
10111,2003-03-25,2003-03-30,5,"Vintage Cars",West,USA
10111,2003-03-25,2003-03-30,5,"Vintage Cars",West,USA
10111,2003-03-25,2003-03-30,5,"Vintage Cars",West,USA
10111,2003-03-25,2003-03-30,5,"Vintage Cars",West,USA
10111,2003-03-25,2003-03-30,5,"Vintage Cars",West,USA
10111,2003-03-25,2003-03-30,5,"Vintage Cars",West,USA
10112,2003-03-24,2003-03-29,5,"Classic Cars",East,Sweden
10112,2003-03-24,2003-03-29,5,"Vintage Cars",West,Sweden
10118,2003-04-21,2003-04-26,5,Ships,South,Spain
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,Motorcycles,North,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,"Classic Cars",East,France
10122,2003-05-08,2003-05-13,5,Motorcycles,North,France
10126,2003-05-28,2003-06-02,5,"Classic Cars",East,Spain
10126,2003-05-28,2003-06-02,5,"Classic Cars",East,Spain
10126,2003-05-28,2003-06-02,5,"Trucks and Buses",South,Spain
10126,2003-05-28,2003-06-02,5,"Trucks and Buses",South,Spain
10126,2003-05-28,2003-06-02,5,"Vintage Cars",West,Spain
10126,2003-05-28,2003-06-02,5,"Trucks and Buses",South,Spain
10126,2003-05-28,2003-06-02,5,"Vintage Cars",West,Spain
10126,2003-05-28,2003-06-02,5,"Vintage Cars",West,Spain
10126,2003-05-28,2003-06-02,5,"Vintage Cars",West,Spain
10126,2003-05-28,2003-06-02,5,"Vintage Cars",West,Spain
10126,2003-05-28,2003-06-02,5,"Trucks and Buses",South,Spain
10126,2003-05-28,2003-06-02,5,"Vintage Cars",West,Spain
10126,2003-05-28,2003-06-02,5,"Trucks and Buses",South,Spain
10126,2003-05-28,2003-06-02,5,"Vintage Cars",West,Spain
10126,2003-05-28,2003-06-02,5,"Trucks and Buses",South,Spain
10126,2003-05-28,2003-06-02,5,"Trucks and Buses",South,Spain
10126,2003-05-28,2003-06-02,5,"Classic Cars",East,Spain
10128,2003-06-06,2003-06-11,5,"Vintage Cars",West,Spain
10128,2003-06-06,2003-06-11,5,Trains,South,Spain
10128,2003-06-06,2003-06-11,5,"Vintage Cars",West,Spain
10128,2003-06-06,2003-06-11,5,Ships,South,Spain
10130,2003-06-16,2003-06-21,5,Ships,South,USA
10130,2003-06-16,2003-06-21,5,"Vintage Cars",West,USA
10131,2003-06-16,2003-06-21,5,Planes,North,USA
10131,2003-06-16,2003-06-21,5,Planes,North,USA
10131,2003-06-16,2003-06-21,5,"Vintage Cars",West,USA
10131,2003-06-16,2003-06-21,5,Planes,North,USA
10131,2003-06-16,2003-06-21,5,Ships,South,USA
10131,2003-06-16,2003-06-21,5,Planes,North,USA
10131,2003-06-16,2003-06-21,5,Planes,North,USA
10131,2003-06-16,2003-06-21,5,Planes,North,USA
10139,2003-07-16,2003-07-21,5,"Vintage Cars",West,Australia
10139,2003-07-16,2003-07-21,5,"Vintage Cars",West,Australia
10139,2003-07-16,2003-07-21,5,"Vintage Cars",West,Australia
10139,2003-07-16,2003-07-21,5,"Vintage Cars",West,Australia
10139,2003-07-16,2003-07-21,5,"Vintage Cars",West,Australia
10139,2003-07-16,2003-07-21,5,"Vintage Cars",West,Australia
10139,2003-07-16,2003-07-21,5,"Vintage Cars",West,Australia
10139,2003-07-16,2003-07-21,5,"Vintage Cars",West,Australia
10142,2003-08-08,2003-08-13,5,"Classic Cars",East,USA
10142,2003-08-08,2003-08-13,5,"Classic Cars",East,USA
10142,2003-08-08,2003-08-13,5,"Classic Cars",East,USA
10142,2003-08-08,2003-08-13,5,"Vintage Cars",West,USA
10142,2003-08-08,2003-08-13,5,Trains,South,USA
10142,2003-08-08,2003-08-13,5,"Classic Cars",East,USA
10142,2003-08-08,2003-08-13,5,"Vintage Cars",West,USA
10142,2003-08-08,2003-08-13,5,Ships,South,USA
10142,2003-08-08,2003-08-13,5,"Vintage Cars",West,USA
10142,2003-08-08,2003-08-13,5,Trains,South,USA
10142,2003-08-08,2003-08-13,5,Trains,South,USA
10142,2003-08-08,2003-08-13,5,Ships,South,USA
10142,2003-08-08,2003-08-13,5,Ships,South,USA
10142,2003-08-08,2003-08-13,5,Ships,South,USA
10142,2003-08-08,2003-08-13,5,Ships,South,USA
10142,2003-08-08,2003-08-13,5,Ships,South,USA
10149,2003-09-12,2003-09-17,5,"Vintage Cars",West,USA
10149,2003-09-12,2003-09-17,5,"Vintage Cars",West,USA
10149,2003-09-12,2003-09-17,5,"Vintage Cars",West,USA
10149,2003-09-12,2003-09-17,5,"Vintage Cars",West,USA
10149,2003-09-12,2003-09-17,5,"Vintage Cars",West,USA
10149,2003-09-12,2003-09-17,5,"Vintage Cars",West,USA
10149,2003-09-12,2003-09-17,5,"Vintage Cars",West,USA
10149,2003-09-12,2003-09-17,5,"Vintage Cars",West,USA
10149,2003-09-12,2003-09-17,5,"Vintage Cars",West,USA
10149,2003-09-12,2003-09-17,5,"Vintage Cars",West,USA
10149,2003-09-12,2003-09-17,5,"Vintage Cars",West,USA
10153,2003-09-28,2003-10-03,5,"Classic Cars",East,Spain
10153,2003-09-28,2003-10-03,5,"Classic Cars",East,Spain
10153,2003-09-28,2003-10-03,5,"Classic Cars",East,Spain
10153,2003-09-28,2003-10-03,5,"Vintage Cars",West,Spain
10153,2003-09-28,2003-10-03,5,Trains,South,Spain
10153,2003-09-28,2003-10-03,5,"Vintage Cars",West,Spain
10153,2003-09-28,2003-10-03,5,Ships,South,Spain
10153,2003-09-28,2003-10-03,5,Trains,South,Spain
10153,2003-09-28,2003-10-03,5,Ships,South,Spain
10153,2003-09-28,2003-10-03,5,Ships,South,Spain
10153,2003-09-28,2003-10-03,5,Ships,South,Spain
10153,2003-09-28,2003-10-03,5,Ships,South,Spain
10153,2003-09-28,2003-10-03,5,Ships,South,Spain
10157,2003-10-09,2003-10-14,5,Planes,North,Italy
10157,2003-10-09,2003-10-14,5,Planes,North,Italy
10157,2003-10-09,2003-10-14,5,Planes,North,Italy
10157,2003-10-09,2003-10-14,5,Motorcycles,North,Italy
10157,2003-10-09,2003-10-14,5,"Vintage Cars",West,Italy
10157,2003-10-09,2003-10-14,5,Planes,North,Italy
10158,2003-10-10,2003-10-15,5,Motorcycles,North,Norway
10169,2003-11-04,2003-11-09,5,"Classic Cars",East,Australia
10169,2003-11-04,2003-11-09,5,Motorcycles,North,Australia
10169,2003-11-04,2003-11-09,5,"Classic Cars",East,Australia
10169,2003-11-04,2003-11-09,5,"Classic Cars",East,Australia
10169,2003-11-04,2003-11-09,5,"Classic Cars",East,Australia
10169,2003-11-04,2003-11-09,5,Motorcycles,North,Australia
10169,2003-11-04,2003-11-09,5,"Classic Cars",East,Australia
10169,2003-11-04,2003-11-09,5,Motorcycles,North,Australia
10169,2003-11-04,2003-11-09,5,"Classic Cars",East,Australia
10169,2003-11-04,2003-11-09,5,"Classic Cars",East,Australia
10169,2003-11-04,2003-11-09,5,Motorcycles,North,Australia
10169,2003-11-04,2003-11-09,5,Motorcycles,North,Australia
10169,2003-11-04,2003-11-09,5,Motorcycles,North,Australia
10177,2003-11-07,2003-11-12,5,"Vintage Cars",West,Spain
10177,2003-11-07,2003-11-12,5,Trains,South,Spain
10177,2003-11-07,2003-11-12,5,"Vintage Cars",West,Spain
10177,2003-11-07,2003-11-12,5,Ships,South,Spain
10177,2003-11-07,2003-11-12,5,"Vintage Cars",West,Spain
10177,2003-11-07,2003-11-12,5,Ships,South,Spain
10177,2003-11-07,2003-11-12,5,Ships,South,Spain
10177,2003-11-07,2003-11-12,5,Ships,South,Spain
10177,2003-11-07,2003-11-12,5,Ships,South,Spain
10177,2003-11-07,2003-11-12,5,Ships,South,Spain
10177,2003-11-07,2003-11-12,5,Ships,South,Spain
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10192,2003-11-20,2003-11-25,5,"Classic Cars",East,USA
10196,2003-11-26,2003-12-01,5,"Classic Cars",East,USA
10196,2003-11-26,2003-12-01,5,"Classic Cars",East,USA
10196,2003-11-26,2003-12-01,5,"Classic Cars",East,USA
10196,2003-11-26,2003-12-01,5,"Vintage Cars",West,USA
10196,2003-11-26,2003-12-01,5,Trains,South,USA
10196,2003-11-26,2003-12-01,5,"Classic Cars",East,USA
10196,2003-11-26,2003-12-01,5,Trains,South,USA
10196,2003-11-26,2003-12-01,5,Ships,South,USA
10197,2003-11-26,2003-12-01,5,"Classic Cars",East,Spain
10197,2003-11-26,2003-12-01,5,Ships,South,Spain
10197,2003-11-26,2003-12-01,5,"Vintage Cars",West,Spain
10197,2003-11-26,2003-12-01,5,"Vintage Cars",West,Spain
10197,2003-11-26,2003-12-01,5,Ships,South,Spain
10197,2003-11-26,2003-12-01,5,"Vintage Cars",West,Spain
10197,2003-11-26,2003-12-01,5,"Vintage Cars",West,Spain
10197,2003-11-26,2003-12-01,5,Ships,South,Spain
10197,2003-11-26,2003-12-01,5,Ships,South,Spain
10197,2003-11-26,2003-12-01,5,Ships,South,Spain
10197,2003-11-26,2003-12-01,5,Ships,South,Spain
10197,2003-11-26,2003-12-01,5,Ships,South,Spain
10197,2003-11-26,2003-12-01,5,Planes,North,Spain
10197,2003-11-26,2003-12-01,5,Ships,South,Spain
10199,2003-12-01,2003-12-06,5,"Vintage Cars",West,USA
10199,2003-12-01,2003-12-06,5,Planes,North,USA
10199,2003-12-01,2003-12-06,5,Planes,North,USA
10200,2003-12-01,2003-12-06,5,Planes,North,"Hong Kong"
10200,2003-12-01,2003-12-06,5,Planes,North,"Hong Kong"
10200,2003-12-01,2003-12-06,5,Planes,North,"Hong Kong"
10200,2003-12-01,2003-12-06,5,Motorcycles,North,"Hong Kong"
10200,2003-12-01,2003-12-06,5,"Vintage Cars",West,"Hong Kong"
10200,2003-12-01,2003-12-06,5,Planes,North,"Hong Kong"
10203,2003-12-02,2003-12-07,5,"Classic Cars",East,Spain
10203,2003-12-02,2003-12-07,5,"Classic Cars",East,Spain
10203,2003-12-02,2003-12-07,5,"Classic Cars",East,Spain
10203,2003-12-02,2003-12-07,5,"Classic Cars",East,Spain
10203,2003-12-02,2003-12-07,5,"Classic Cars",East,Spain
10203,2003-12-02,2003-12-07,5,"Classic Cars",East,Spain
10203,2003-12-02,2003-12-07,5,"Classic Cars",East,Spain
10203,2003-12-02,2003-12-07,5,"Classic Cars",East,Spain
10203,2003-12-02,2003-12-07,5,"Classic Cars",East,Spain
10203,2003-12-02,2003-12-07,5,"Classic Cars",East,Spain
10203,2003-12-02,2003-12-07,5,"Classic Cars",East,Spain
10213,2004-01-22,2004-01-27,5,"Vintage Cars",West,UK
10213,2004-01-22,2004-01-27,5,"Classic Cars",East,UK
10213,2004-01-22,2004-01-27,5,"Classic Cars",East,UK
10224,2004-02-21,2004-02-26,5,Motorcycles,North,France
10224,2004-02-21,2004-02-26,5,Motorcycles,North,France
10224,2004-02-21,2004-02-26,5,Motorcycles,North,France
10224,2004-02-21,2004-02-26,5,Motorcycles,North,France
10224,2004-02-21,2004-02-26,5,Motorcycles,North,France
10224,2004-02-21,2004-02-26,5,Motorcycles,North,France
10226,2004-02-26,2004-03-02,5,"Classic Cars",East,USA
10226,2004-02-26,2004-03-02,5,"Classic Cars",East,USA
10226,2004-02-26,2004-03-02,5,"Classic Cars",East,USA
10226,2004-02-26,2004-03-02,5,"Classic Cars",East,USA
10226,2004-02-26,2004-03-02,5,"Classic Cars",East,USA
10226,2004-02-26,2004-03-02,5,"Classic Cars",East,USA
10226,2004-02-26,2004-03-02,5,"Classic Cars",East,USA
10230,2004-03-15,2004-03-20,5,"Classic Cars",East,Germany
10230,2004-03-15,2004-03-20,5,"Classic Cars",East,Germany
10230,2004-03-15,2004-03-20,5,"Classic Cars",East,Germany
10230,2004-03-15,2004-03-20,5,"Classic Cars",East,Germany
10230,2004-03-15,2004-03-20,5,"Classic Cars",East,Germany
10230,2004-03-15,2004-03-20,5,Trains,South,Germany
10230,2004-03-15,2004-03-20,5,"Trucks and Buses",South,Germany
10230,2004-03-15,2004-03-20,5,Trains,South,Germany
10232,2004-03-20,2004-03-25,5,"Vintage Cars",West,UK
10232,2004-03-20,2004-03-25,5,Trains,South,UK
10232,2004-03-20,2004-03-25,5,"Vintage Cars",West,UK
10232,2004-03-20,2004-03-25,5,Ships,South,UK
10232,2004-03-20,2004-03-25,5,Ships,South,UK
10232,2004-03-20,2004-03-25,5,Ships,South,UK
10232,2004-03-20,2004-03-25,5,Ships,South,UK
10232,2004-03-20,2004-03-25,5,Ships,South,UK
10236,2004-04-03,2004-04-08,5,Motorcycles,North,USA
10236,2004-04-03,2004-04-08,5,Motorcycles,North,USA
10236,2004-04-03,2004-04-08,5,Motorcycles,North,USA
10237,2004-04-05,2004-04-10,5,Motorcycles,North,USA
10237,2004-04-05,2004-04-10,5,Motorcycles,North,USA
10237,2004-04-05,2004-04-10,5,Motorcycles,North,USA
10237,2004-04-05,2004-04-10,5,Motorcycles,North,USA
10237,2004-04-05,2004-04-10,5,Motorcycles,North,USA
10237,2004-04-05,2004-04-10,5,Motorcycles,North,USA
10237,2004-04-05,2004-04-10,5,Motorcycles,North,USA
10237,2004-04-05,2004-04-10,5,Motorcycles,North,USA
10237,2004-04-05,2004-04-10,5,Motorcycles,North,USA
10239,2004-04-12,2004-04-17,5,"Classic Cars",East,Finland
10239,2004-04-12,2004-04-17,5,"Classic Cars",East,Finland
10239,2004-04-12,2004-04-17,5,"Classic Cars",East,Finland
10239,2004-04-12,2004-04-17,5,"Classic Cars",East,Finland
10239,2004-04-12,2004-04-17,5,"Classic Cars",East,Finland
10242,2004-04-20,2004-04-25,5,"Vintage Cars",West,USA
10244,2004-04-29,2004-05-04,5,"Vintage Cars",West,Spain
10244,2004-04-29,2004-05-04,5,"Vintage Cars",West,Spain
10244,2004-04-29,2004-05-04,5,"Vintage Cars",West,Spain
10244,2004-04-29,2004-05-04,5,"Vintage Cars",West,Spain
10244,2004-04-29,2004-05-04,5,"Vintage Cars",West,Spain
10244,2004-04-29,2004-05-04,5,"Vintage Cars",West,Spain
10244,2004-04-29,2004-05-04,5,"Vintage Cars",West,Spain
10244,2004-04-29,2004-05-04,5,"Vintage Cars",West,Spain
10244,2004-04-29,2004-05-04,5,"Vintage Cars",West,Spain
10245,2004-05-04,2004-05-09,5,"Classic Cars",East,USA
10245,2004-05-04,2004-05-09,5,"Classic Cars",East,USA
10245,2004-05-04,2004-05-09,5,"Trucks and Buses",South,USA
10245,2004-05-04,2004-05-09,5,"Trucks and Buses",South,USA
10245,2004-05-04,2004-05-09,5,"Trucks and Buses",South,USA
10245,2004-05-04,2004-05-09,5,"Vintage Cars",West,USA
10245,2004-05-04,2004-05-09,5,"Trucks and Buses",South,USA
10245,2004-05-04,2004-05-09,5,"Trucks and Buses",South,USA
10245,2004-05-04,2004-05-09,5,"Classic Cars",East,USA
10255,2004-06-04,2004-06-09,5,"Vintage Cars",West,France
10255,2004-06-04,2004-06-09,5,"Vintage Cars",West,France
10261,2004-06-17,2004-06-22,5,"Classic Cars",East,Canada
10261,2004-06-17,2004-06-22,5,"Vintage Cars",West,Canada
10261,2004-06-17,2004-06-22,5,Ships,South,Canada
10261,2004-06-17,2004-06-22,5,"Vintage Cars",West,Canada
10261,2004-06-17,2004-06-22,5,Ships,South,Canada
10261,2004-06-17,2004-06-22,5,Ships,South,Canada
10261,2004-06-17,2004-06-22,5,Ships,South,Canada
10261,2004-06-17,2004-06-22,5,Ships,South,Canada
10261,2004-06-17,2004-06-22,5,Ships,South,Canada
10265,2004-07-02,2004-07-07,5,"Classic Cars",East,Australia
10265,2004-07-02,2004-07-07,5,"Classic Cars",East,Australia
10270,2004-07-19,2004-07-24,5,"Classic Cars",East,Australia
10270,2004-07-19,2004-07-24,5,"Classic Cars",East,Australia
10270,2004-07-19,2004-07-24,5,"Trucks and Buses",South,Australia
10270,2004-07-19,2004-07-24,5,"Trucks and Buses",South,Australia
10270,2004-07-19,2004-07-24,5,"Vintage Cars",West,Australia
10270,2004-07-19,2004-07-24,5,"Vintage Cars",West,Australia
10270,2004-07-19,2004-07-24,5,"Trucks and Buses",South,Australia
10270,2004-07-19,2004-07-24,5,"Vintage Cars",West,Australia
10270,2004-07-19,2004-07-24,5,"Trucks and Buses",South,Australia
10270,2004-07-19,2004-07-24,5,"Trucks and Buses",South,Australia
10270,2004-07-19,2004-07-24,5,"Classic Cars",East,Australia
10284,2004-08-21,2004-08-26,5,Planes,North,"Norway  "
10284,2004-08-21,2004-08-26,5,Planes,North,"Norway  "
10284,2004-08-21,2004-08-26,5,Planes,North,"Norway  "
10284,2004-08-21,2004-08-26,5,Planes,North,"Norway  "
10284,2004-08-21,2004-08-26,5,"Vintage Cars",West,"Norway  "
10284,2004-08-21,2004-08-26,5,Planes,North,"Norway  "
10284,2004-08-21,2004-08-26,5,Planes,North,"Norway  "
10284,2004-08-21,2004-08-26,5,"Vintage Cars",West,"Norway  "
10284,2004-08-21,2004-08-26,5,"Vintage Cars",West,"Norway  "
10284,2004-08-21,2004-08-26,5,Planes,North,"Norway  "
10284,2004-08-21,2004-08-26,5,Planes,North,"Norway  "
10284,2004-08-21,2004-08-26,5,Planes,North,"Norway  "
10284,2004-08-21,2004-08-26,5,Planes,North,"Norway  "
10293,2004-09-09,2004-09-14,5,"Classic Cars",East,Italy
10293,2004-09-09,2004-09-14,5,"Classic Cars",East,Italy
10293,2004-09-09,2004-09-14,5,"Classic Cars",East,Italy
10293,2004-09-09,2004-09-14,5,"Vintage Cars",West,Italy
10293,2004-09-09,2004-09-14,5,Trains,South,Italy
10293,2004-09-09,2004-09-14,5,"Vintage Cars",West,Italy
10293,2004-09-09,2004-09-14,5,Ships,South,Italy
10293,2004-09-09,2004-09-14,5,Ships,South,Italy
10293,2004-09-09,2004-09-14,5,Ships,South,Italy
10297,2004-09-16,2004-09-21,5,Planes,North,Ireland
10297,2004-09-16,2004-09-21,5,Planes,North,Ireland
10297,2004-09-16,2004-09-21,5,Motorcycles,North,Ireland
10297,2004-09-16,2004-09-21,5,Planes,North,Ireland
10297,2004-09-16,2004-09-21,5,Motorcycles,North,Ireland
10297,2004-09-16,2004-09-21,5,"Vintage Cars",West,Ireland
10297,2004-09-16,2004-09-21,5,Planes,North,Ireland
10300,2003-10-04,2003-10-09,5,"Classic Cars",East,Germany
10300,2003-10-04,2003-10-09,5,"Classic Cars",East,Germany
10300,2003-10-04,2003-10-09,5,"Classic Cars",East,Germany
10300,2003-10-04,2003-10-09,5,"Classic Cars",East,Germany
10300,2003-10-04,2003-10-09,5,"Classic Cars",East,Germany
10300,2003-10-04,2003-10-09,5,"Classic Cars",East,Germany
10300,2003-10-04,2003-10-09,5,"Classic Cars",East,Germany
10300,2003-10-04,2003-10-09,5,"Classic Cars",East,Germany
10308,2004-10-15,2004-10-20,5,Motorcycles,North,USA
10308,2004-10-15,2004-10-20,5,Motorcycles,North,USA
10308,2004-10-15,2004-10-20,5,Planes,North,USA
10308,2004-10-15,2004-10-20,5,Motorcycles,North,USA
10308,2004-10-15,2004-10-20,5,Planes,North,USA
10308,2004-10-15,2004-10-20,5,Motorcycles,North,USA
10308,2004-10-15,2004-10-20,5,Planes,North,USA
10308,2004-10-15,2004-10-20,5,Planes,North,USA
10308,2004-10-15,2004-10-20,5,Motorcycles,North,USA
10308,2004-10-15,2004-10-20,5,"Vintage Cars",West,USA
10308,2004-10-15,2004-10-20,5,"Vintage Cars",West,USA
10308,2004-10-15,2004-10-20,5,Planes,North,USA
10308,2004-10-15,2004-10-20,5,Planes,North,USA
10308,2004-10-15,2004-10-20,5,Planes,North,USA
10308,2004-10-15,2004-10-20,5,Planes,North,USA
10308,2004-10-15,2004-10-20,5,Planes,North,USA
10318,2004-11-02,2004-11-07,5,Motorcycles,North,USA
10318,2004-11-02,2004-11-07,5,Motorcycles,North,USA
10318,2004-11-02,2004-11-07,5,Motorcycles,North,USA
10318,2004-11-02,2004-11-07,5,Planes,North,USA
10318,2004-11-02,2004-11-07,5,Motorcycles,North,USA
10318,2004-11-02,2004-11-07,5,Motorcycles,North,USA
10318,2004-11-02,2004-11-07,5,Motorcycles,North,USA
10318,2004-11-02,2004-11-07,5,Motorcycles,North,USA
10318,2004-11-02,2004-11-07,5,Planes,North,USA
10330,2004-11-16,2004-11-21,5,"Classic Cars",East,Philippines
10330,2004-11-16,2004-11-21,5,Motorcycles,North,Philippines
10330,2004-11-16,2004-11-21,5,"Classic Cars",East,Philippines
10330,2004-11-16,2004-11-21,5,Motorcycles,North,Philippines
10337,2004-11-21,2004-11-26,5,"Classic Cars",East,USA
10337,2004-11-21,2004-11-26,5,"Classic Cars",East,USA
10337,2004-11-21,2004-11-26,5,"Vintage Cars",West,USA
10337,2004-11-21,2004-11-26,5,Ships,South,USA
10337,2004-11-21,2004-11-26,5,Trains,South,USA
10337,2004-11-21,2004-11-26,5,Ships,South,USA
10337,2004-11-21,2004-11-26,5,Ships,South,USA
10337,2004-11-21,2004-11-26,5,Ships,South,USA
